,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price,cpu_brand,cpu_type_name,gpu_brand,gpu_type,os_details_2,cpu_details_2,cpu_GHZ,cpu_benchmark,gpu_benchmark,cpu_core,threading,pc_name
127,28333,"ACER CHROMEBOOK 15, INTEL CELERON N3350, 15.6"" FULL HD TOUCH, 4GB LPDDR4, 32GB STORAGE, GOOGLE CHROME, PURE SILVER, CB515-1HT-C2AE, 15-15.99 INCHES",ACER,ACER CHROMEBOOK CB515-1HT,15.6,1920,1080,GLOSSY,1,INTEL CELERON,INTEL CELERON N3350 1.1 GHZ (APOLLO LAKE DUAL-CORE),0.0,0,INTEL HD 500,CHROME OS,CHROME OS,4,32,32,3.97,259.0,299.99,INTEL,CELERON,INTEL,HD 500,CHROME OS,N3350,1.1,1123.0,317.0,DUAL-CORE,0.0,ACER CHROMEBOOK
128,23614,"2018 DELL INSPIRON 11.6"" 2-IN-1 CONVERTIBLE HD TOUCHSCREEN LAPTOP - INTEL QUAD-CORE PENTIUM N3710 1.6GHZ, 4GB RAM, 500GB HDD, MAXXAUDIO, 802.11BGN, WEBCAM, BLUETOOTH, HDMI, WIN 10",DELL,DELL INSPIRON 3168,11.6,1366,768,GLOSSY,1,INTEL PENTIUM,INTEL PENTIUM N3710 1.6 GHZ (BRASWELL QUAD-CORE),0.0,0,INTEL HD 405,WINDOWS,WINDOWS 10 HOME,4,0,500,3.09,365.0,389.0,INTEL,PENTIUM,INTEL,HD 405,10 HOME,N3710,1.6,1422.0,,QUAD-CORE,0.0,DELL INSPIRON
129,31196,"APPLE MACBOOK AIR (13-INCH RETINA DISPLAY, 1.6GHZ DUAL-CORE INTEL CORE I5, 128GB) - GOLD (RENEWED)",APPLE,APPLE MACBOOK AIR 2018,13.3,2560,1600,GLOSSY,0,INTEL CORE I5,INTEL CORE I5-8210Y 1.6 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 617,MACOS,MACOS MOJAVE,8,128,128,2.75,749.66,799.99,INTEL,CORE I5,INTEL,UHD 617,MOJAVE,8210Y,1.6,3296.0,878.0,DUAL-CORE,1.0,APPLE MACBOOK AIR
130,26368,"ASUS ROG STRIX SCAR EDITION 17.3Â€ 120HZ 3MS GAMING LAPTOP, 8TH-GEN INTEL CORE I7-8750H PROCESSOR (UP TO 3.9GHZ), GTX 1050 TI 4GB, 16GB DDR4, 128GB PCIE SSD + 1TB HYBRID HDD, WINDOWS 10 - GL703GE-ES73",ASUS,ASUS ROG STRIX GL703GE SCAR EDITION,17.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8750H 2.2 GHZ (8TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050 TI,WINDOWS,WINDOWS 10 HOME,16,128,1128,6.72,1249.0,1249.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1050 TI,10 HOME,8750H,2.2,10418.0,6657.0,HEXA-CORE,1.0,ASUS ROG STRIX
131,26133,"ALIENWARE GAMING AW17R5-7405SLV-PUS 8TH GEN INTEL CORE I7 PROCESSOR LAPTOP, 8GB RAM, 1TB HARD DRIVE PLUS 8GB SSD, NVIDIA GEFORCE GTX 1060, 17.3"" FULL HD DISPLAY, EPIC SILVER",ALIENWARE,ALIENWARE 17 R5,17.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8750H 2.2 GHZ (8TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1060,WINDOWS,WINDOWS 10 HOME,8,0,1000,9.74,1382.0,1382.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1060,10 HOME,8750H,2.2,10418.0,10210.0,HEXA-CORE,1.0,ALIENWARE
132,29198,"ASUS CHROMEBOOK FLIP C434TA-DS384T 2 IN 1 LAPTOP, 14"" TOUCHSCREEN FHD 4-WAY NANOEDGE, INTEL CORE M3-8100Y PROCESSOR, 8GB RAM, 64GB EMMC STORAGE, BACKLIT KB, SILVER, CHROME OS",ASUS,ASUS CHROMEBOOK FLIP C434TA,14.0,1920,1080,GLOSSY,1,INTEL CORE M3,INTEL CORE M3-8100Y 1.1 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 615,CHROME OS,CHROME OS,8,64,64,3.19,548.98,608.51,INTEL,CORE M3,INTEL,UHD 615,CHROME OS,8100Y,1.1,2995.0,835.0,DUAL-CORE,1.0,ASUS CHROMEBOOK FLIP
133,22143,"DELL INSPIRON 13 7000 7370 LAPTOP - (13.3"" TOUCHSCREEN IPS FHD (1920X1080), 8TH GEN INTEL QUAD-CORE I5-8250U, 256GB SSD, 8GB DDR4, BACKLIT KEYBOARD, WINDOWS 10)",DELL,DELL INSPIRON 7370,13.3,1920,1080,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,3.59,599.99,599.99,INTEL,CORE I5,INTEL,UHD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,DELL INSPIRON
134,21458,"HP 15.6"" LAPTOP, AMD A6-9220 DUAL-CORE PROCESSOR 2.50GHZ, 4GB RAM, 500GB HDD, AMD RADEON R4 GRAPHICS, DVD-RW, HDMI, BLUETOOTH, HDMI, WEBCAM, WINDOWS 10",HP,HP 15T,15.6,1366,768,GLOSSY,0,AMD A6,AMD A6-9220 2.5 GHZ (7TH GEN STONEY RIDGE DUAL-CORE),0.0,0,AMD RADEON R4,WINDOWS,WINDOWS 10 HOME,4,0,500,4.52,379.99,449.01,AMD,A6,AMD,RADEON R4,10 HOME,9220,2.5,1032.0,346.0,DUAL-CORE,0.0,HP
135,30293,"ASUS ROG STRIX SCAR III G531GW-KB71 (I7-9750H, 16GB RAM, 1TB SSHD, RTX 2070 8GB, 15.6"" FULL HD 240HZ 3MS, WINDOWS 10) VR READY GAMING NOTEBOOK",ASUS,ASUS ROG STRIX SCAR III G531GW,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2070,WINDOWS,WINDOWS 10 PRO,16,0,1000,5.66,1849.99,1999.99,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2070,10 PRO,9750H,2.6,11636.0,16632.0,HEXA-CORE,1.0,ASUS ROG STRIX SCAR III
136,17479,"DELL INSPIRON 7000 I7559 15.6"" UHD (3840X2160) 4K TOUCHSCREEN GAMING LAPTOP: INTEL QUAD-CORE I7-6700HQ | 16GB RAM | NVIDIA GTX 960M 4GB | 1TB + 128GB SSD | BACKLIT KEYBOARD | WINDOWS 10 - GREY",DELL,DELL INSPIRON 7000 (I7559),15.6,3840,2160,GLOSSY,1,INTEL CORE I7,INTEL CORE I7-6700HQ 2.6 GHZ (6TH GEN SKYLAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 960M,WINDOWS,WINDOWS 10,16,128,1128,6.0,1189.99,1189.99,INTEL,CORE I7,NVIDIA,GEFORCE GTX 960M,10,6700HQ,2.6,6661.0,3467.0,QUAD-CORE,1.0,DELL INSPIRON
137,8060,"DELL XPS9350-5340SLV 13.3 INCH QHD+ TOUCHSCREEN LAPTOP (6TH GENERATION INTEL CORE I7, 8 GB RAM, 256 GB SSD) MICROSOFT SIGNATURE EDITION",DELL,DELL XPS9350-5340SLV,13.3,3200,1800,GLOSSY,1,INTEL CORE I7,INTEL CORE I7-6500U 2.5 GHZ (6TH GEN SKYLAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 5500,WINDOWS,WINDOWS 10,8,256,256,2.8,999.99,999.99,INTEL,CORE I7,INTEL,HD 5500,10,6500U,2.5,3369.0,568.0,DUAL-CORE,1.0,DELL
138,26103,"2018 LENOVO IDEAPAD 330 15.6"" FHD WLED LAPTOP COMPUTER, 8TH GEN INTEL QUAD CORE I5-8250U UP TO 3.40GHZ, 8GB DDR4 RAM, 256GB SSD, 802.11AC WIFI, BLUETOOTH 4.1, DVDRW, USB TYPE-C, HDMI, WINDOWS 10",LENOVO,LENOVO IDEAPAD 330,15.6,1920,1080,MATTE,0,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN QUAD-CORE KABY LAKE R WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,4.85,595.0,649.0,INTEL,CORE I5,INTEL,UHD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,LENOVO IDEAPAD
139,20102,"HP 11.6 INCH HIGH PERFORMANCE CHROMEBOOK LAPTOP COMPUTER, INTEL CELERON N3060 UP TO 2.48GHZ, 4GB MEMORY, 16GB EMMC, WIFI 802.11AC, USB 3.1, BLUETOOTH, WEBCAM, CHROME OS (RENEWED)",HP,HP CHROMEBOOK 11-V010NR,11.6,1366,768,MATTE,0,INTEL CELERON,INTEL CELERON N3060 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD 400,CHROME OS,CHROME OS,4,16,16,2.54,120.94,123.0,INTEL,CELERON,INTEL,HD 400,CHROME OS,N3060,1.6,759.0,329.0,DUAL-CORE,0.0,HP CHROMEBOOK
140,26963,MICROSOFT SURFACE PRO INTEL CORE I5 8GB RAM 256GB SSD WINDOWS 10 (RENEWED),MICROSOFT,MICROSOFT SURFACE PRO (5TH GENERATION),12.3,2736,1824,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-7300U 2.6 GHZ (7TH GEN KABY LAKE DUAL-CORE),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10,8,256,256,1.7,599.0,599.0,INTEL,CORE I5,INTEL,HD 620,10,7300U,2.6,3780.0,888.0,DUAL-CORE,0.0,MICROSOFT SURFACE PRO
141,28645,"HP 15.6"" HD LED BACKLIGHT PREMIUM LAPTOP | AMD A6-9225 2.6GHZ | 4GB DDR4 RAM | 1TB HDD | DVD-RW | GIGABIT ETHERNET | HDMI | SD CARD READER | WINDOWS 10 | JET BLACK",HP,HP 15-DB0011DX,15.6,1366,768,GLOSSY,0,AMD A6,AMD A6-9225 2.6 GHZ (7TH GEN STONEY RIDGE DUAL-CORE),0.0,0,AMD RADEON R4,WINDOWS,WINDOWS 10 HOME,4,0,1000,4.61,379.99,388.56,AMD,A6,AMD,RADEON R4,10 HOME,9225,2.6,1274.0,346.0,DUAL-CORE,0.0,HP
142,30514,"SAGER NP8957 0.78 INCHES THIN & LIGHT GAMING LAPTOP, 15.6 INCHES FHD 144HZ DISPLAY, INTEL CORE I7-9750H, NVIDIA RTX 2070 8GB DDR6, 16GB RAM, 500GB NVME SSD + 2TB FIRECUDA SSHD, WINDOWS 10 HOME",OTHER,SAGER NP8957,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2070,WINDOWS,WINDOWS 10 HOME,16,500,2500,4.6,1599.0,1699.0,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2070,10 HOME,9750H,2.6,11636.0,16632.0,HEXA-CORE,1.0,SAGER
143,14443,"LENOVO 14"" IDEAPAD N42-20 CHROMEBOOK, INTEL N3060 DUAL-CORE, 16GB EMMC SSD, 4GB DDR3, 802.11AC, BLUETOOTH, CHROMEOS",LENOVO,LENOVO IDEAPAD N42-20 CHROMEBOOK,14.0,1366,768,MATTE,0,INTEL CELERON,INTEL CELERON N3060 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD 400,CHROME OS,CHROME OS,4,16,16,3.3,380.0,380.0,INTEL,CELERON,INTEL,HD 400,CHROME OS,N3060,1.6,759.0,329.0,DUAL-CORE,0.0,LENOVO IDEAPAD
144,28484,"ACER NITRO 5 AN515 LAPTOP: CORE I5-8300H, 15.6INCH FULL HD IPS DISPLAY, 8GB RAM, 256GB SSD, NVIDIA GTX 1050 TI 4GB GRAPHICS",ACER,ACER NITRO 5 AN515-53,15.6,1920,1080,MATTE,0,INTEL CORE I5,INTEL CORE I5-8300H 2.3 GHZ (8TH GEN COFFEE LAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050 TI,WINDOWS,WINDOWS 10 HOME,8,256,256,5.95,674.7,674.9,INTEL,CORE I5,NVIDIA,GEFORCE GTX 1050 TI,10 HOME,8300H,2.3,7584.0,6657.0,QUAD-CORE,1.0,ACER NITRO
145,21210,"ASUS S510UN-EH76 VIVOBOOK S 15.6"" FULL HD LAPTOP, INTEL CORE I7-8550U, NVIDIA GEFORCE MX150, 8GB RAM, 256GB SSD + 1TB HDD, WINDOWS 10",ASUS,ASUS VIVOBOOK S510UN,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8550U 1.8 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE MX150,WINDOWS,WINDOWS 10 HOME,8,256,1256,3.3,929.0,929.0,INTEL,CORE I7,NVIDIA,GEFORCE MX150,10 HOME,8550U,1.8,6134.0,2387.0,QUAD-CORE,1.0,ASUS VIVOBOOK
146,14058,"HP 15.6"" (1366X768) HD NOTEBOOK: INTEL 7TH GEN I7-7500U | 16GB DDR4 | 1TB HDD | DVD | WIRELESS AC | BLUETOOTH | WINDOWS 10 | SILVER",HP,HP,15.6,1366,768,GLOSSY,0,INTEL CORE I7,INTEL CORE I7-7500U 2.7 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10,16,0,1000,4.83,799.0,799.0,INTEL,CORE I7,INTEL,HD 620,10,7500U,2.7,3500.0,888.0,DUAL-CORE,1.0,HP
147,25743,"ASUS VIVOBOOK S15 15.6Â€ SLIM AND PORTABLE LAPTOP, INTEL CORE I5-8250U PROCESSOR (UP TO 3.4GHZ), 8GB DDR4, 256GB SSD, NANOEDGE BEZEL, GUN METAL WITH LIGHT GREY TRIM, S530UA-DB51",ASUS,ASUS VIVOBOOK S530UA,15.6,1920,1080,MATTE,0,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN QUAD-CORE KABY LAKE R WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,3.5,659.0,659.0,INTEL,CORE I5,INTEL,UHD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,ASUS VIVOBOOK
148,23197,"ACER SWIFT 3, 15.6"" FULL HD, AMD RYZEN 5 2500U, 8GB DDR4, 256GB SSD, WINDOWS 10, SF315-41-R8PP",ACER,ACER SWIFT 3 SF315-41,15.6,1920,1080,GLOSSY,0,AMD RYZEN 5,AMD RYZEN 5 2500U 2.0 GHZ (QUAD-CORE WITH SIMULTANEOUS MULTI-THREADING),0.0,0,AMD RADEON VEGA 8,WINDOWS,WINDOWS 10 HOME,8,256,256,4.85,480.98,625.0,AMD,RYZEN 5,AMD,RADEON VEGA 8,10 HOME,2500U,2.0,6317.0,1509.0,QUAD-CORE,1.0,ACER SWIFT
149,20279,"2017 HP 17.3"" BUSINESS FLAGSHIP LAPTOP PC HD+ WLED-BACKLIT DISPLAY INTEL I3-7100U PROCESSOR 8GB DDR4 RAM 1TB HDD INTEL 520 GRAPHICS DVD-RW 802.11AC WIFI WEBCAM HDMI WINDOWS 10-SILVER",HP,HP,17.3,1600,900,GLOSSY,0,INTEL CORE I3,INTEL CORE I3-7100U 2.4 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,8,0,1000,5.29,459.95,475.99,INTEL,CORE I3,INTEL,HD 620,10 HOME,7100U,2.4,2806.0,888.0,DUAL-CORE,1.0,HP
150,8680,"ACER CHROMEBOOK 14, ALUMINUM, 14-INCH FULL HD, INTEL CELERON N3160, 4GB LPDDR3, 32GB, CHROME, CB3-431-C5FM",ACER,ACER CHROMEBOOK 14 CB3-431-C5XK,14.0,1920,1080,MATTE,0,INTEL CELERON,INTEL CELERON N3060 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD,CHROME OS,CHROME OS,4,32,32,3.42,185.83,214.77,INTEL,CELERON,INTEL,HD,CHROME OS,N3060,1.6,759.0,10.0,DUAL-CORE,0.0,ACER CHROMEBOOK
151,29406,"LENOVO IDEAPAD L340 GAMING LAPTOP, 15.6-INCH FHD (1920 X 1080) IPS DISPLAY, INTEL CORE I7-9750H PROCESSOR, 8GB DDR4 RAM, 1TB HDD, 256GB NVME SSD, NVIDIA GEFORCE GTX 1050, WINDOWS 10, 81LK000EUS, BLACK",LENOVO,LENOVO IDEAPAD L340,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050,WINDOWS,WINDOWS 10 HOME,8,256,1256,4.83,949.99,983.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1050,10 HOME,9750H,2.6,11636.0,5595.0,HEXA-CORE,1.0,LENOVO IDEAPAD
152,21217,"ASUS FLAGSHIP 360 FLIP 2-IN-1 15.6"" FHD TOUCHSCREEN LAPTOP - INTEL CORE I5-7200U UP TO 3.1 GHZ, 12GB DDR4, 1TB HDD, 802.11AC, BLUETOOTH, WEBCAM, HDMI, USB 3.0, WINDOWS 10 HOME",ASUS,ASUS CONVERTIBLE,15.6,1920,1080,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-7200U 2.5 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10,12,0,1000,5.07,568.35,589.0,INTEL,CORE I5,INTEL,HD 620,10,7200U,2.5,3522.0,888.0,DUAL-CORE,1.0,ASUS CONVERTIBLE
153,30995,"PROSTAR NH58RCQ 15.6 INCHES FHD IPS, INTEL I7-9750H, GTX 1660TI, 16GB 2666MHZ DDR4, 500GB NVME SSD, WINDOWS 10 HOME, SLIM BEZEL GAMING LAPTOP, 1-YEAR WARRANTY",OTHER,PROSTAR NH58RCQ,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1660 TI,WINDOWS,WINDOWS 10 HOME,16,500,500,4.85,1149.0,1199.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1660 TI,10 HOME,9750H,2.6,11636.0,12791.0,HEXA-CORE,1.0,PROSTAR
154,23119,"SAMSUNG 2018 GALAXY BOOK 12"" FHD+ 2-IN-1 TOUCHSCREEN TABLET LAPTOP COMPUTER, INTEL CORE I5-7200U UP TO 3.10GHZ, 8GB RAM, 256GB SSD, AC WIFI, BLUETOOTH 4.1, USB TYPE-C, DETACHABLE KB, WINDOWS 10 PRO",SAMSUNG,SAMSUNG GALAXY BOOK,12.0,2160,1440,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-7200U 2.5 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),1.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 PRO,8,256,256,1.66,999.99,999.99,INTEL,CORE I5,INTEL,HD 620,10 PRO,7200U,2.5,3522.0,888.0,DUAL-CORE,1.0,SAMSUNG GALAXY BOOK
155,20092,"2018 DELL INSPIRON 15 5000 15.6 INCH FULL HD TOUCHSCREEN BACKLIT KEYBOARD LAPTOP PC, INTEL CORE I5-8250U QUAD-CORE, 8GB DDR4, 1TB HDD, BLUETOOTH 4.2, WIFI, WINDOWS 10 DELL I5570-4364SLV-PUS",DELL,DELL INSPIRON 5570,15.6,1920,1080,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,0,1000,4.85,559.0,665.0,INTEL,CORE I5,INTEL,UHD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,DELL INSPIRON
156,24015,"LENOVO 20KH002RUS THINKPAD X1 CARBON LAPTOP, 14""",LENOVO,LENOVO THINKPAD X1 CARBON (6TH GENERATION),14.0,2560,1440,MATTE,0,INTEL CORE I7,INTEL CORE I7-8650U 1.9 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 PRO,16,512,512,2.49,1543.99,1645.69,INTEL,CORE I7,INTEL,UHD 620,10 PRO,8650U,1.9,6620.0,888.0,QUAD-CORE,1.0,LENOVO THINKPAD
157,30756,"NEW MICROSOFT SURFACE PRO 7 Â€“ 12.3"" TOUCH-SCREEN - INTEL CORE I7 - 10TH GEN 16GB MEMORY - 512GB SSD (LATEST MODEL) Â€“ MATTE BLACK",MICROSOFT,MICROSOFT SURFACE PRO 7,12.3,2736,1824,GLOSSY,1,INTEL CORE I7,INTEL CORE I7-1065G7 1.3 GHZ (10TH GEN ICE LAKE QUAD-CORE WITH HYPER-THREADING),1.0,0,INTEL IRIS PLUS,WINDOWS,WINDOWS 10 HOME,16,512,512,1.74,1629.99,1818.97,INTEL,CORE I7,INTEL,IRIS PLUS,10 HOME,1065G7,1.3,8923.0,1888.0,QUAD-CORE,1.0,MICROSOFT SURFACE PRO
158,20504,"LENOVO THINKPAD T430 BUSINESS LAPTOP COMPUTER INTEL I5-3320M UP TP 3.3GHZ, 8GB DDR3, 128GB SSD, 14IN HD LED-BACKLIT DISPLAY, DVD, WIFI, USB 3.0, WINDOWS 10 PRO (RENEWED)",LENOVO,LENOVO THINKPAD T430,14.0,1600,900,MATTE,0,INTEL CORE I5,INTEL CORE I5-3320M 2.6 GHZ (3RD GEN IVY BRIDGE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 4000,WINDOWS,WINDOWS 10 PRO,8,128,128,4.92,186.08,238.0,INTEL,CORE I5,INTEL,HD 4000,10 PRO,3320M,2.6,861.0,329.0,DUAL-CORE,1.0,LENOVO THINKPAD
159,30757,"MSI GF75 17.3"" GAMING LAPTOP INTEL CORE I7-9750H 8GB RAM 256GB SSD 120HZ GTX 1050 TI ALUMINUM BLACK",MSI,MSI GF75 THIN 9RCX,17.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050 TI,WINDOWS,WINDOWS 10 HOME,8,256,256,4.85,829.98,829.98,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1050 TI,10 HOME,9750H,2.6,11636.0,6657.0,HEXA-CORE,1.0,MSI
160,21461,"2018 ACER 14' FHD IPS DISPLAY PREMIUM FLAGSHIP BUSINESS CHROMEBOOK-INTEL CELERON QUAD-CORE PROCESSOR UP TO 2.24GHZ, 4GB RAM, 32GB SSD, HDMI, WIFI, BLUETOOTH CHROME OS-(RENEWED)",ACER,ACER CHROMEBOOK CB3-431,14.0,1920,1080,MATTE,0,INTEL CELERON,INTEL CELERON N3160 1.6 GHZ (BRASWELL QUAD-CORE),0.0,0,INTEL HD 400,CHROME OS,CHROME OS,4,32,32,3.42,149.99,149.99,INTEL,CELERON,INTEL,HD 400,CHROME OS,N3160,1.6,1294.0,329.0,QUAD-CORE,0.0,ACER CHROMEBOOK
161,26808,"APPLE MACBOOK PRO 15IN CORE I7 2.5GHZ RETINA (MGXC2LL/A), 16GB MEMORY, 512GB SOLID STATE DRIVE (RENEWED)",APPLE,APPLE MACBOOK PRO 2014,15.4,2880,1800,GLOSSY,0,INTEL CORE I7,INTEL CORE I7-4870HQ 2.5 GHZ (4TH GEN CRYSTAL WELL QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GT 750M,MACOS,MACOS MOJAVE,16,512,512,4.46,899.99,928.9,INTEL,CORE I7,NVIDIA,GEFORCE GT 750M,MOJAVE,4870HQ,2.5,5904.0,1232.0,QUAD-CORE,1.0,APPLE MACBOOK PRO
162,27730,"ACER PREDATOR HELIOS 300 GAMING LAPTOP PC, 15.6 INCHES FULL HD 144HZ 3MS IPS DISPLAY, INTEL I7-9750H, GTX 1660 TI 6GB, 16GB DDR4, 256GB PCIE NVME SSD, BACKLIT KEYBOARD, PH315-52-78VL",ACER,ACER PREDATOR HELIOS 300 PH315-52,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1660 TI,WINDOWS,WINDOWS 10 HOME,16,256,256,5.51,1094.0,1099.99,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1660 TI,10 HOME,9750H,2.6,11636.0,12791.0,HEXA-CORE,1.0,ACER PREDATOR HELIOS
163,19841,"DELL INSPIRON 15.6-INCH HD TOUCHSCREEN LAPTOP PC (2018 MODEL), INTEL I5-7200U 2.5GHZ, 8GB RAM, 2TB HDD, INTEL HD GRAPHICS 620, MAXXAUDIO, BLUETOOTH, HDMI, WIFI, WINDOWS 10",DELL,DELL INSPIRON,15.6,1366,768,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-7200U 2.5 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,8,0,2000,5.07,537.0,537.97,INTEL,CORE I5,INTEL,HD 620,10 HOME,7200U,2.5,3522.0,888.0,DUAL-CORE,1.0,DELL INSPIRON
164,19851,"HP 14-AX040WM LAPTOP, INTEL CELERON N3060, 1.6 GHZ, 32 GB, WINDOWS 10 HOME 64 BIT, BLACK, 14""",HP,HP STREAM 14-AX040,14.0,1366,768,GLOSSY,0,INTEL CELERON,INTEL CELERON N3060 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD 400,WINDOWS,WINDOWS 10 HOME,4,32,32,3.18,243.9,243.95,INTEL,CELERON,INTEL,HD 400,10 HOME,N3060,1.6,759.0,329.0,DUAL-CORE,0.0,HP STREAM
165,23607,"DELL XPS 9570 LAPTOP 15.6"" FHD, 8TH GEN INTEL CORE I7-8750H CPU, 16GB RAM, 512GB SSD, GEFORCE GTX 1050TI, THIN BZL 400 NITS DISPLAY, SILVER, WINDOWS 10 HOME - XPS9570-7996SLV-PUS, GAMING CAPABLE",DELL,DELL XPS 9570,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8750H 2.2 GHZ (8TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050 TI,WINDOWS,WINDOWS 10 HOME,16,512,512,4.0,1510.0,1558.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1050 TI,10 HOME,8750H,2.2,10418.0,6657.0,HEXA-CORE,1.0,DELL XPS
