,base_name,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_core,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,id,max_price,min_price,os_details,pc_name,pixels_x,ram,screen_size,screen_surface,ssd,storage,threading,touchscreen,weight
90,DELL LATITUDE 3500,DELL,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,29635,849.99,849.99,WINDOWS 10 PRO,DELL LATITUDE,1920.0,16,15.6,MATTE,256,256,1.0,0,4.37
91,MICROSOFT SURFACE LAPTOP,MICROSOFT,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,22858,553.0,540.0,WINDOWS 10 S,MICROSOFT SURFACE LAPTOP,2256.0,4,13.5,GLOSSY,128,128,1.0,1,2.76
92,HP 15-BS234WM,HP,1.1,2801.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL UHD 605,355.0,INTEL,UHD 605,28981,249.28,242.99,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,1,4.49
93,LENOVO THINKPAD E590,LENOVO,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28481,819.95,768.99,WINDOWS 10 PRO,LENOVO THINKPAD,1366.0,16,15.6,MATTE,512,512,1.0,0,4.68
94,DELL INSPIRON I5577,DELL,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,18657,1379.99,1379.99,WINDOWS 10,DELL INSPIRON,1920.0,16,15.6,MATTE,512,512,1.0,0,5.7
95,HP 15-DA0002DX,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26959,499.0,499.0,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,128,128,1.0,1,3.9
96,HP SPECTRE X360-13T,HP,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,23122,1249.95,1117.55,WINDOWS 10 HOME,HP SPECTRE,1920.0,16,13.3,GLOSSY,512,512,1.0,1,2.78
97,HP ELITEBOOK 8470P,HP,2.6,861.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,20739,218.0,209.96,WINDOWS 10 PRO,HP ELITEBOOK,1366.0,8,14.0,MATTE,0,320,1.0,0,4.95
98,LENOVO IDEAPAD L340,LENOVO,2.4,8167.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,28799,729.97,723.98,WINDOWS 10 HOME,LENOVO IDEAPAD,1920.0,8,15.6,MATTE,512,512,1.0,0,4.83
99,DELL INSPIRON 5000,DELL,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,17275,427.99,427.99,WINDOWS 10,DELL INSPIRON,1366.0,6,15.6,GLOSSY,0,1000,1.0,1,5.18
100,LENOVO B50-45 59441916,LENOVO,1.8,1888.0,AMD,QUAD-CORE,A6,0.0,0,AMD RADEONÂ R4,220.0,AMD,RADEONÂ R4,7856,258.0,258.0,WINDOWS 8.1,LENOVO,1366.0,4,15.6,MATTE,0,500,0.0,0,4.73
101,HP CHROMEBOOK 14-CA061DX,HP,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,25436,237.0,237.0,CHROME OS,HP CHROMEBOOK,1366.0,4,14.0,GLOSSY,32,32,0.0,1,3.4
102,ALIENWARE AW15R3-3831,ALIENWARE,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,14898,1399.99,1399.99,WINDOWS 10,ALIENWARE,1920.0,16,15.6,MATTE,128,1128,1.0,0,8.0
103,DELL INSPIRON 5577,DELL,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,21203,1299.0,1299.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,12,15.6,MATTE,128,1128,1.0,0,5.66
104,DELL INSPIRON 5577,DELL,2.5,5260.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,19843,649.0,629.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,MATTE,0,1000,0.0,0,5.64
105,MICROSOFT SURFACE BOOK 2,MICROSOFT,1.7,6987.0,INTEL,QUAD-CORE,CORE I5,1.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,27734,1130.0,1090.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,256,256,1.0,1,3.38
106,SAGER NP7856,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,30993,1399.0,1399.0,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,2500,1.0,0,5.0
107,ASUS ZENBOOK UX533FD,ASUS,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 MAX-Q,3909.0,NVIDIA,GEFORCE GTX 1050 MAX-Q,27576,1498.97,1382.99,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,16,15.6,GLOSSY,512,512,1.0,0,3.72
108,DELL INSPIRON 15 I5548-2501SLV,DELL,2.0455467196819135,4957.364729458918,INTEL,,CORE I5,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,6641,689.99,639.99,WINDOWS 8.1,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,0.0,1,5.7
109,HP CHROMEBOOK 14 G4,HP,2.16,618.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,11525,249.99,249.99,CHROME OS,HP CHROMEBOOK,1366.0,4,14.0,MATTE,16,16,0.0,0,3.78
110,HUAWEI MATEBOOK X PRO,HUAWEI,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,27582,1399.0,1299.99,WINDOWS 10 HOME SIGNATURE EDITION,HUAWEI MATEBOOK X PRO,3000.0,16,13.9,GLOSSY,512,512,1.0,1,2.93
111,ACER PREDATOR HELIOS 300 PH315-51,ACER,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,23601,969.99,949.99,WINDOWS 10 HOME,ACER PREDATOR HELIOS,1920.0,16,15.6,MATTE,256,256,1.0,0,5.95
112,ASUS VIVOBOOK F510QA,ASUS,2.7,2741.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,28976,469.0,407.0,WINDOWS 10 S,ASUS VIVOBOOK,1920.0,16,15.6,MATTE,256,1256,0.0,0,3.7
113,MICROSOFT SURFACE BOOK SX3,MICROSOFT,2.4,3368.0,INTEL,DUAL-CORE,CORE I5,1.0,1,NVIDIA GEFORCE,3.0,NVIDIA,GEFORCE,7262,679.8,599.0,WINDOWS 10,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,256,256,1.0,1,3.48
114,DELL INSPIRON I7559-3763BLK,DELL,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,NVIDIA,GEFORCE GTX 960M,10822,999.0,999.0,WINDOWS 10,DELL INSPIRON,1920.0,16,15.6,MATTE,0,1000,1.0,0,5.68
115,DELL INSPIRON I3542-6666BK,DELL,1.7,2343.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,3899,559.99,559.99,WINDOWS 8.1,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1024,1.0,0,6.0
116,HP STREAM 11-AH117WM,HP,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,25739,174.0,161.99,WINDOWS 10 S,HP STREAM,1366.0,4,11.6,MATTE,32,32,0.0,0,2.57
117,PROSTAR NH58RDQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,30064,1349.0,1339.0,WINDOWS 10 HOME,PROSTAR,1920.0,16,15.6,MATTE,250,1250,1.0,0,5.0
118,HP 13-AQ0044NR,HP,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX250,2660.0,NVIDIA,GEFORCE MX250,27577,1140.32,1079.99,WINDOWS 10 HOME,HP,3840.0,16,13.3,GLOSSY,512,512,1.0,1,2.82
119,HP 15-DY,HP,1.0,7773.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD,1165.0,INTEL,UHD,31419,579.0,579.0,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,512,512,1.0,1,3.75
120,HP,HP,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,22135,538.99,421.0,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,0,1000,1.0,1,4.6
121,HP 17,HP,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,17277,855.0,850.0,WINDOWS 10,HP,1600.0,8,17.3,GLOSSY,0,1000,1.0,0,5.84
122,HP OMEN 17-CB0050NR,HP,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080,19317.0,NVIDIA,GEFORCE RTX 2080,29630,1799.99,1799.99,WINDOWS 10 HOME,HP OMEN,1920.0,16,17.3,MATTE,256,1256,1.0,0,6.54
123,DELL INSPIRON I7359-6790,DELL,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD,10.0,INTEL,HD,8277,699.99,699.99,WINDOWS 10,DELL INSPIRON,1920.0,8,13.3,GLOSSY,256,256,1.0,1,3.66
124,ASUS CHROMEBOOK C423NA,ASUS,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,28216,215.0,199.0,CHROME OS,ASUS CHROMEBOOK,1366.0,4,14.0,MATTE,32,32,0.0,0,2.7
125,DELL LATITUDE E6420,DELL,2.5,2275.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 3000,258.0,INTEL,HD 3000,17477,178.89,154.99,WINDOWS 10,DELL LATITUDE,1366.0,4,14.0,MATTE,0,320,1.0,0,4.6
126,DELL XPS 13 9370,DELL,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22743,1660.0,1499.99,WINDOWS 10 HOME,DELL XPS,3840.0,16,13.3,GLOSSY,512,512,1.0,1,2.87
127,ACER CHROMEBOOK CB515-1HT,ACER,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,28333,299.99,259.0,CHROME OS,ACER CHROMEBOOK,1920.0,4,15.6,GLOSSY,32,32,0.0,1,3.97
128,DELL INSPIRON 3168,DELL,1.6,1422.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD 405,3113.842629482071,INTEL,HD 405,23614,389.0,365.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,11.6,GLOSSY,0,500,0.0,1,3.09
129,APPLE MACBOOK AIR 2018,APPLE,1.6,3296.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL UHD 617,878.0,INTEL,UHD 617,31196,799.99,749.66,MACOS MOJAVE,APPLE MACBOOK AIR,2560.0,8,13.3,GLOSSY,128,128,1.0,0,2.75
130,ASUS ROG STRIX GL703GE SCAR EDITION,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,26368,1249.0,1249.0,WINDOWS 10 HOME,ASUS ROG STRIX,1920.0,16,17.3,MATTE,128,1128,1.0,0,6.72
131,ALIENWARE 17 R5,ALIENWARE,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,26133,1382.0,1382.0,WINDOWS 10 HOME,ALIENWARE,1920.0,8,17.3,MATTE,0,1000,1.0,0,9.74
132,ASUS CHROMEBOOK FLIP C434TA,ASUS,1.1,2995.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL UHD 615,835.0,INTEL,UHD 615,29198,608.51,548.98,CHROME OS,ASUS CHROMEBOOK FLIP,1920.0,8,14.0,GLOSSY,64,64,1.0,1,3.19
133,DELL INSPIRON 7370,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22143,599.99,599.99,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,13.3,GLOSSY,256,256,1.0,1,3.59
134,HP 15T,HP,2.5,1032.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,21458,449.01,379.99,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,0,4.52
135,ASUS ROG STRIX SCAR III G531GW,ASUS,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,30293,1999.99,1849.99,WINDOWS 10 PRO,ASUS ROG STRIX SCAR III,1920.0,16,15.6,MATTE,0,1000,1.0,0,5.66
136,DELL INSPIRON 7000 (I7559),DELL,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,NVIDIA,GEFORCE GTX 960M,17479,1189.99,1189.99,WINDOWS 10,DELL INSPIRON,3840.0,16,15.6,GLOSSY,128,1128,1.0,1,6.0
137,DELL XPS9350-5340SLV,DELL,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,8060,999.99,999.99,WINDOWS 10,DELL,3200.0,8,13.3,GLOSSY,256,256,1.0,1,2.8
138,LENOVO IDEAPAD 330,LENOVO,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26103,649.0,595.0,WINDOWS 10 HOME,LENOVO IDEAPAD,1920.0,8,15.6,MATTE,256,256,1.0,0,4.85
139,HP CHROMEBOOK 11-V010NR,HP,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,20102,123.0,120.94,CHROME OS,HP CHROMEBOOK,1366.0,4,11.6,MATTE,16,16,0.0,0,2.54
140,MICROSOFT SURFACE PRO (5TH GENERATION),MICROSOFT,2.6,3780.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,26963,599.0,599.0,WINDOWS 10,MICROSOFT SURFACE PRO,2736.0,8,12.3,GLOSSY,256,256,0.0,1,1.7
141,HP 15-DB0011DX,HP,2.6,1274.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,28645,388.56,379.99,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,1000,0.0,0,4.61
142,SAGER NP8957,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,30514,1699.0,1599.0,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,2500,1.0,0,4.6
143,LENOVO IDEAPAD N42-20 CHROMEBOOK,LENOVO,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,14443,380.0,380.0,CHROME OS,LENOVO IDEAPAD,1366.0,4,14.0,MATTE,16,16,0.0,0,3.3
144,ACER NITRO 5 AN515-53,ACER,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,28484,674.9,674.7,WINDOWS 10 HOME,ACER NITRO,1920.0,8,15.6,MATTE,256,256,1.0,0,5.95
145,ASUS VIVOBOOK S510UN,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,21210,929.0,929.0,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,1256,1.0,0,3.3
146,HP,HP,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,14058,799.0,799.0,WINDOWS 10,HP,1366.0,16,15.6,GLOSSY,0,1000,1.0,0,4.83
147,ASUS VIVOBOOK S530UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,25743,659.0,659.0,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,256,1.0,0,3.5
148,ACER SWIFT 3 SF315-41,ACER,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,23197,625.0,480.98,WINDOWS 10 HOME,ACER SWIFT,1920.0,8,15.6,GLOSSY,256,256,1.0,0,4.85
149,HP,HP,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20279,475.99,459.95,WINDOWS 10 HOME,HP,1600.0,8,17.3,GLOSSY,0,1000,1.0,0,5.29
150,ACER CHROMEBOOK 14 CB3-431-C5XK,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,8680,214.77,185.83,CHROME OS,ACER CHROMEBOOK,1920.0,4,14.0,MATTE,32,32,0.0,0,3.42
151,LENOVO IDEAPAD L340,LENOVO,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,29406,983.0,949.99,WINDOWS 10 HOME,LENOVO IDEAPAD,1920.0,8,15.6,MATTE,256,1256,1.0,0,4.83
152,ASUS CONVERTIBLE,ASUS,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,21217,589.0,568.35,WINDOWS 10,ASUS CONVERTIBLE,1920.0,12,15.6,GLOSSY,0,1000,1.0,1,5.07
153,PROSTAR NH58RCQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,30995,1199.0,1149.0,WINDOWS 10 HOME,PROSTAR,1920.0,16,15.6,MATTE,500,500,1.0,0,4.85
154,SAMSUNG GALAXY BOOK,SAMSUNG,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,1.0,0,INTEL HD 620,888.0,INTEL,HD 620,23119,999.99,999.99,WINDOWS 10 PRO,SAMSUNG GALAXY BOOK,2160.0,8,12.0,GLOSSY,256,256,1.0,1,1.66
155,DELL INSPIRON 5570,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,20092,665.0,559.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,GLOSSY,0,1000,1.0,1,4.85
156,LENOVO THINKPAD X1 CARBON (6TH GENERATION),LENOVO,1.9,6620.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24015,1645.69,1543.99,WINDOWS 10 PRO,LENOVO THINKPAD,2560.0,16,14.0,MATTE,512,512,1.0,0,2.49
157,MICROSOFT SURFACE PRO 7,MICROSOFT,1.3,8923.0,INTEL,QUAD-CORE,CORE I7,1.0,0,INTEL IRIS PLUS,1888.0,INTEL,IRIS PLUS,30756,1818.97,1629.99,WINDOWS 10 HOME,MICROSOFT SURFACE PRO,2736.0,16,12.3,GLOSSY,512,512,1.0,1,1.74
158,LENOVO THINKPAD T430,LENOVO,2.6,861.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,20504,238.0,186.08,WINDOWS 10 PRO,LENOVO THINKPAD,1600.0,8,14.0,MATTE,128,128,1.0,0,4.92
159,MSI GF75 THIN 9RCX,MSI,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,30757,829.98,829.98,WINDOWS 10 HOME,MSI,1920.0,8,17.3,MATTE,256,256,1.0,0,4.85
160,ACER CHROMEBOOK CB3-431,ACER,1.6,1294.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,21461,149.99,149.99,CHROME OS,ACER CHROMEBOOK,1920.0,4,14.0,MATTE,32,32,0.0,0,3.42
161,APPLE MACBOOK PRO 2014,APPLE,2.5,5904.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GT 750M,1232.0,NVIDIA,GEFORCE GT 750M,26808,928.9,899.99,MACOS MOJAVE,APPLE MACBOOK PRO,2880.0,16,15.4,GLOSSY,512,512,1.0,0,4.46
162,ACER PREDATOR HELIOS 300 PH315-52,ACER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,27730,1099.99,1094.0,WINDOWS 10 HOME,ACER PREDATOR HELIOS,1920.0,16,15.6,MATTE,256,256,1.0,0,5.51
163,DELL INSPIRON,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,19841,537.97,537.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,2000,1.0,1,5.07
164,HP STREAM 14-AX040,HP,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,19851,243.95,243.9,WINDOWS 10 HOME,HP STREAM,1366.0,4,14.0,GLOSSY,32,32,0.0,0,3.18
165,DELL XPS 9570,DELL,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,23607,1558.0,1510.0,WINDOWS 10 HOME,DELL XPS,1920.0,16,15.6,MATTE,512,512,1.0,0,4.0
166,LENOVO YOGA 920,LENOVO,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24012,1418.97,1418.97,WINDOWS 10 HOME,LENOVO YOGA,3840.0,16,13.9,GLOSSY,512,512,1.0,1,3.02
167,ASUS ZENBOOK UX305UA,ASUS,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD,10.0,INTEL,HD,8619,1499.11,1499.11,WINDOWS 10,ASUS ZENBOOK,1920.0,8,13.3,MATTE,256,256,1.0,0,2.86
168,ASUS CHROMEBOOK C223NA,ASUS,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,25591,178.4,161.99,CHROME OS,ASUS CHROMEBOOK,1366.0,4,11.6,MATTE,32,32,0.0,0,2.2
169,SAMSUNG CHROMEBOOK 3,SAMSUNG,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,25268,165.9,150.19,CHROME OS,SAMSUNG CHROMEBOOK,1366.0,4,11.6,MATTE,32,32,0.0,0,2.54
170,ACER ASPIRE VX5-591G-75RM,ACER,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,14056,1199.99,1199.99,WINDOWS 10,ACER ASPIRE,1920.0,16,15.6,MATTE,256,256,1.0,0,5.51
171,DELL INSPIRON 7375,DELL,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,23223,559.5,559.5,WINDOWS 10 HOME,DELL INSPIRON,1920.0,16,13.3,GLOSSY,256,256,1.0,1,3.86
172,ACER CB3-531-C4A5,ACER,2.16,530.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,11298,215.0,215.0,CHROME OS,ACER,1366.0,2,15.6,MATTE,16,16,0.0,0,4.9
173,DELL LATITUDE E6420,DELL,2.5,2275.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 3000,258.0,INTEL,HD 3000,22860,198.49,179.0,WINDOWS 10 PRO,DELL LATITUDE,1366.0,8,14.0,MATTE,128,128,1.0,0,5.0
174,DELL INSPIRON 5593,DELL,1.0,7773.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD,1165.0,INTEL,UHD,30511,609.0,546.49,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,MATTE,256,256,1.0,0,4.52
175,LG GRAM,LG,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22371,968.0,967.98,WINDOWS 10 HOME,LG GRAM,1920.0,8,15.6,GLOSSY,256,256,1.0,0,2.41
176,HP ELITEBOOK 745-G3,HP,1.6,1895.0,AMD,QUAD-CORE,A8,0.0,0,AMD RADEON R6,521.0,AMD,RADEON R6,20738,499.67,499.67,WINDOWS 10 PRO,HP ELITEBOOK,1920.0,8,14.0,MATTE,128,128,0.0,0,3.41
177,DELL INSPIRON 5000,DELL,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28486,829.0,828.98,WINDOWS 10 HOME,DELL INSPIRON,1920.0,12,15.6,GLOSSY,512,1512,1.0,1,4.85
178,DELL INSPIRON,DELL,2.0455467196819135,4957.364729458918,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,21895,294.99,294.99,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,15.6,GLOSSY,0,500,0.0,0,4.54
179,DELL INSPIRON 15 7000 2-IN-1,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,19152,648.99,648.99,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,GLOSSY,256,256,1.0,1,4.83
180,ASUS VIVOBOOK MAX,ASUS,1.1,2257.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD 505,411.0,INTEL,HD 505,20512,419.98,419.98,WINDOWS 10 HOME,ASUS VIVOBOOK MAX,1366.0,4,15.6,Unknown,0,500,0.0,0,4.41
