,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,act_min_price,act_max_price,index,pred_min_price,pred_max_price
54,23816,"Lenovo ThinkPad E580 Business Laptop - 15.6"" Anti-Glare (1366x768), Intel Core i5-7200U, 500GB HDD, 4GB DDR4, Wi-Fi + BlueTooth, Webcam, FingerPrint Reader, Windows 10 Professional - Black",Lenovo,Lenovo ThinkPad E580,15.6,1366.0,768.0,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Pro,4,0,500,4.7,999.11,999.11,177,444.05531333333255,473.63747666666484
55,28482,"Lenovo ThinkPad X1 Carbon Laptop, High Performance Windows Laptop, (Intel Core i7, 16 GB RAM, 512GB SSD, Windows 10 Pro), 20KH002JUS",Lenovo,Lenovo ThinkPad X1 Carbon (6th Generation),14.0,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,2.49,1559.99,1609.99,204,1289.1487933333267,1360.9492366666452
56,23191,"2018 Dell Inspiron 13 7000 2-in-1 13.3"" FHD Touchscreen Laptop Computer, AMD Quad-Core Ryzen 5 2500U up to 3.6GHz(Beat i7-7500U), 8GB DDR4, 256GB SSD, AC WiFi + BT 4.1, USB Type-C, HDMI, Windows 10",Dell,Dell Inspiron 7375,13.3,1920.0,1080.0,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,3.86,487.88,499.0,74,555.3667466666594,574.5309833333314
57,26595,"Acer C720-2844 11.6-inch Chromebook, Intel Celeron 2955U 1.4GHz, 4GB RAM, 16GB SSD (Renewed)",Acer,Acer Chromebook C720,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron 2955U 1.4 GHz (Haswell Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.75,73.35,79.0,124,130.3429900000002,136.59033999999872
58,12293,Lenovo 110s Premium Built High Performance 11.6 inch HD Laptop pc Intel Celeron Dual-Core Processor 2GB RAM 32G eMMC Storage Webcam Bluetooth WiFi HDMI 1-Year Office Windows 10-White,Lenovo,Lenovo Ideapad 110s,11.6,1366.0,768.0,,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10,2,32,32,2.53,199.99,308.99,119,248.92214666666604,256.33181333333323
59,26591,"Lenovo Ideapad 14"" HD Premium Performance Laptop, Intel Celeron Dual-Core N3350 up to 2.4GHz, 2GB RAM, 32GB eMMC, Webcam, HDMI, 802.11AC, Bluetooth, Windows 10, Office 365 1-Year Personal Subscription",Lenovo,Lenovo IdeaPad 120s,14.0,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Windows,Windows 10 Home,2,32,32,3.17,188.0,188.0,60,282.22850666666557,289.92305999999996
60,29407,"Dell G5 15 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1650, 15.6"" FHD LCD Screen, 256GB SSD and 1TB SATA, 16 GB RAM) G5590-7679BLK-PUS",Dell,Dell G5 5590,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,256,1256,5.9,1049.99,1099.99,20,1291.823746666663,1339.3345099999997
61,30992,"Prostar NH58RDQ 15.6 Inches FHD IPS 144Hz 5ms, Intel i7-9750H, NVIDIA RTX 2060, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 2TB SSHD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RDQ,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,32,500,2500,5.0,1479.0,1499.0,105,1414.883146666667,1454.0949433333337
62,26104,"2018 Dell XPS 9570 Laptop, 15.6"" UHD (3840 x 2160) InfinityEdge Touch Display, 8th Gen Intel Core i7-8750H, 32GB RAM, 1TB SSD, GeForce GTX 1050Ti, Fingerprint Reader, Windows 10 Home, Silver",Dell,Dell XPS 9570,15.6,3840.0,2160.0,Glossy,1,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Pro,32,1000,1000,4.5,1749.99,1749.99,188,1612.1128933333348,1804.6722733333527
63,26776,"HP Envy 17T Touch Intel Core i7-8550U Quad Core, 512GB SSD, 16GB RAM, Win 10 Pro HP Installed, 17.3 FHD touch, Nvidia 4GB DDR5,B&O speakers, Mcafee 3 Years Internet Security, WideVision HD Cam(not IR)",HP,HP Envy 17t-bw000,17.3,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,16,512,512,6.63,1179.0,1299.95,117,1371.8176866666704,1425.9975566666662
64,30071,"Sager NP8957 0.78 Inches Thin and Light Gaming Laptop, 15.6 Inches FHD 144Hz Display, Intel Core i7-9750H, RTX 2070 8GB DDR6, 16GB RAM, 500GB NVMe SSD, Windows 10 Home",Other,Sager NP8957,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,500,500,4.6,1499.0,1599.0,50,1512.8400866666677,1600.82118666667
65,20104,"ASUS ZenBook Pro 15 Thin & Light Ultrabook Laptop, 15.6â€ Full HD NanoEdge Touch, Intel Core i7-7700HQ, GTX 1050 Ti, 16GB DDR4 RAM, 512GB SSD, Backlit KB, Fingerprint, Windows 10 - UX550VE-DB71T, Black",Asus,Asus ZenBook Pro UX550VE,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,512,512,3.97,2999.11,2999.11,161,1334.0285233333288,1396.0400299999926
66,25264,"Omen by HP 2018 15-Inch Gaming Laptop, Intel i7-8750H Processor, NVIDIA GeForce GTX 1070, 32 GB RAM, 512 GB SSD, VR Ready, Windows 10 (15-dc0045nr, Black)",HP,HP OMEN 15-dc0045nr,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,32,512,512,5.0,1336.77,1658.49,86,1588.27246000001,1701.8263566666885
67,20103,"Alienware AW17R4-7005SLV-PUS 17"" Laptop (7th Generation Intel Core i7, 16GB RAM, 1TB HDD, Silver) with NVIDIA GTX 1060",Alienware,Alienware 17 R4,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,0,1000,9.74,1549.0,1549.0,139,1480.6163566666726,1536.9195366666768
68,24845,"ASUS TUF Gaming Laptop FX504 15.6â€ Full HD, 8th-Gen Intel Core i5-8300H (up to 3.9GHz) Processor, GeForce GTX 1050 Ti, 8GB DDR4, 1TB FireCuda SSHD, Wi-Fi 5, Windows 10 Home, FX504GE-US52",Asus,Asus TUF Gaming FX504,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,0,1000,5.07,739.96,739.96,12,712.2904033333311,772.8461533333285
69,27411,"Asus TUF Gaming Laptop FX504 15.6â€ 3ms Full HD IPS-LEVEL, Intel Core i5-8300H Processor, NVIDIA GeForce GTX 1060, 8GB DDR4, 256GB M.2 SSD, Gigabit WiFi, Windows 10 - FX504GM-WH51",Asus,Asus TUF Gaming FX504,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,8,256,256,5.07,827.0,827.0,123,727.7052799999948,747.7555699999989
70,14448,"Lenovo 15.6 inch HD Laptop, Intel Core i7-7500U 2.7 GHz, 12 GB DDR4 RAM, 1 TB HDD, SuperMulti DVD, VGA, HDMI, Bluetooth, 802.11ac, HD Webcam, Windows10-Black",Lenovo,Lenovo Ideapad 310,15.6,1366.0,768.0,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,12,0,1000,4.83,748.88,748.88,23,720.6203299999919,735.1714266666622
71,20274,"2017 Business Flagship Dell Inspiron 15.6"" LED-Backlit Display Laptop PC Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD DVD-RW Backlit-keyboard HDMI 802.11ac Webcam Bluetooth Windows 10-Gray",Dell,Dell Inspiron,15.6,1366.0,768.0,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,4.85,494.0,494.0,212,498.6002399999961,535.752773333328
72,23201,"HP 15-inch Laptop, AMD Ryzen 3 2200U Processor, 8 GB RAM, 1 TB Hard Drive, Windows 10 Home (15-db0030nr, Gray)",HP,HP 15-db0040nr,15.6,1366.0,768.0,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,4.6,399.99,606.08,201,550.4713466666655,579.19095333333
73,26134,"Alienware AW15R3-5246SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i5, 8GB RAM, 1TB HDD, Silver) VR Ready with NVIDIA GTX 1060",Alienware,Alienware 15 R3,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-7300HQ 2.5 GHz (7th gen Kaby Lake Quad-Core),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,8,0,1000,7.69,1089.99,1095.0,195,813.6542433333309,845.0429933333278
74,17274,"ASUS UX490UA-XS74-BL 14-Inch Zenbook 3 Deluxe Notebook Core i7, 16GB RAM, 512GB SSD, Fingerprint Sensor, Windows Pro, Royal Blue",Asus,Asus Zenbook 3 Deluxe (UX490UA-XS74),14.0,1920.0,1080.0,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,16,512,512,2.4,1699.99,1699.99,83,1507.2069566666485,1538.1714899999713
75,23608,"ASUS VivoBook E203MA Ultra-Thin Laptop [2019 Version], Intel Celeron N4000 Processor (up to 2.6 GHz), 4GB LPDDR4, 64GB eMMC, 11.6â€ HD, USB-C, Windows 10 S mode (Switchable to Pro), E203MA-YS03",Asus,Asus VivoBook E203MA,11.6,1366.0,768.0,Glossy,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 S,4,64,64,2.2,229.0,229.0,34,260.6269266666652,281.2089266666659
76,6341,"2015 CES newest Model Dell XPS13 Ultrabook Computer - the World's First 13.3"" FHD WLED Backlit Infinity Display",Dell,Dell XPS13,13.3,1920.0,1080.0,Glossy,0,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD Graphics 5500,Windows,Windows 8.1,4,128,128,2.6,1099.55,1099.55,41,644.1839566666658,663.428546666665
77,23420,"New Microsoft Surface Go (Intel Pentium Gold, 8GB RAM, 128GB)",Microsoft,Microsoft Surface Go,10.0,1800.0,1200.0,Glossy,1,Intel Pentium,Intel Pentium Gold 4415Y 1.6 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),1.0,0,Intel HD 615,Windows,Windows 10 S,8,128,128,1.15,469.0,515.0,6,623.4973333333296,649.1303466666642
78,11946,"2017 Dell Inspiron 15.6? Full HD Touchscreen Signature Flagship laptop, Intel Core i5-6200U, 2.30 GHz, 8GB DDR3L, 1TB HDD, 802.11AC/a/b/g/n, Bluetooth, HDMI, DVD/RW, Win 10 - Silver",Dell,Dell Inspiron i5559,15.6,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,8,0,1000,5.36,643.0,643.0,164,619.4558666666646,632.8339933333309
79,3991,"Lenovo Laptop IdeaPad G50 (59421808) Intel Core i7 4510U (2.00 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 4400 15.6"" Windows 8.1",Lenovo,Lenovo G50,15.6,1366.0,768.0,Glossy,0,Intel Core i7,Intel Core i7-4510U 2.0 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 8.1,8,0,1024,4.63,491.46,499.99,176,667.1734499999951,677.6038133333294
80,7504,"ASUS ROG GL552VW-DH71 15-Inch Gaming Laptop, Discrete GPU GeForce GTX 960M 2GB VRAM, 16GB DDR4, 1TB (ROG Metallic)",Asus,Asus ROG GL552VW-DH71,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 960M,Windows,Windows 10,16,0,1000,5.6,1149.0,1149.0,189,1166.9825766666638,1202.841163333331
81,22554,"2017 HP Stream 11.6 inch Laptop, Intel Celeron Core up to 2.48GHz, 4GB RAM, 32GB SSD, 802.11ac WiFi, Bluetooth, Webcam, USB 3.0, Windows 10 Home, Snow White (Renewed)",HP,HP Stream 11-y012nr,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,2.57,142.99,156.94,32,176.02580000000162,186.00894666666383
82,29405,"2019 Lenovo Thinkpad E590 15.6"" HD Business Laptop (Intel Quad Core i5-8265U, 16GB DDR4 Memory, 256GB PCIe 3.0(x4) NVMe SSD M.2 SSD) Type-C, HDMI, Ethernet, Webcam, Windows 10 Pro",Lenovo,Lenovo ThinkPad E590,15.6,1366.0,768.0,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,256,256,4.7,709.93,759.93,8,724.2048699999946,760.9240666666543
83,6639,"Dell Inspiron 15 5000 Series I5558-2571BLK 15.6-Inch HD Laptop (5th Generation Intel i7-5500U Processor, 6GB RAM, 1TB HDD, Windows 8.1), Black",Dell,Delll Inspiron 15 i5558,15.6,1366.0,768.0,glossy,0,Intel Core i7,Intel Core i7-5500U 2.40 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 8.1,6,0,1000,5.31,658.88,658.88,88,654.8160333333273,663.688773333328
84,25933,"Razer Blade Stealth 13 Ultrabook Laptop: Intel Core i7-8565U 4-Core, NVIDIA GeForce MX150, 13.3"" FHD 1080p, 16GB RAM, 256GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black",Razer,Razer Blade Stealth,13.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,16,256,256,2.89,1207.72,1288.61,194,1402.5486100000003,1459.2529266666668
85,31415,"HP Probook 450 G6 15.6 Inch Full HD 1080P Professional Laptop, Intel Core I5-8265U, 8 GB RAM, 256 GB SSD, Windows 10 Pro",HP,HP ProBook 450 G6,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,8,256,256,4.4,612.95,648.83,72,598.5950466666612,615.735920000003
86,27107,"Lenovo Chromebook S330 Laptop, 14-Inch FHD (1920 x 1080) Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64GB eMMC, Chrome OS, 81JW0000US, Business Black",Lenovo,Lenovo Chromebook S330,14.0,1920.0,1080.0,Matte,0,MediaTek,MediaTek MT8173C 2.1 GHz (Quad-Core),0.0,0,PowerVR GX6250,Chrome OS,Chrome OS,4,64,64,3.24,217.52,245.77,9,407.1191533333322,418.3583466666651
87,27416,"2019 Lenovo 11.6"" HD IPS Touchscreen 2-in-1 Chromebook, Quad-Core MediaTek MT8173C (4C, 2X A72 + 2X A53), 4GB RAM, 32GB eMMC, 802.11ac WiFi, Bluetooth 4.2, HDMI, Type-C, Chrome OS",Lenovo,Lenovo Chromebook C330,11.6,1366.0,768.0,Glossy,1,MediaTek,MediaTek MT8173C 2.1 GHz (Quad-Core),0.0,0,PowerVR GX6250,Chrome OS,Chrome OS,4,32,32,2.65,231.98,236.65,113,338.9576933333318,346.71184333333383
88,21464,"2018 Newest Acer R11 11.6"" Convertible HD IPS Touchscreen Chromebook, Intel Celeron Dual Core up to 2.48GHz, 4GB RAM, 16GB SSD, 802.11ac, Bluetooth, HDMI, USB 3.0, Webcam, Chrome OS",Acer,Acer R11,11.6,1366.0,768.0,Glossy,1,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.76,250.0,250.0,7,176.7089333333323,182.4931399999987
89,25931,"Asus ROG Strix Scar II Gaming Laptop, 17â€ 144Hz IPS-Type Full HD, NVIDIA GeForce RTX 2060 6GB, Intel Core i7-8750H, 16GB DDR4 RAM, 512GB PCIe SSD, RGB KB, Windows 10 - GL704GV-DS74",Asus,Asus ROG Strix Scar II GL704GV,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,512,512,6.4,1549.99,1649.0,160,1605.6996100000026,1646.7112733333481
90,28040,"ASUS ZenBook 13 Ultra Slim Laptop, 13.3â€ FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",Asus,Asus ZenBook UX333FA,13.3,1920.0,1080.0,Glossy,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,2.6,949.99,999.99,91,1187.9108166666576,1215.7202966666548
91,20498,"2018 Dell Flagship Dell Inspiron 15.6"" TouchScreen Laptop (1366 x 768), Intel Core i3 7100U, 6GB DDR4 SDRAM Memory, 1TB Hard Drive, Intel HD Graphics 620, Windows 10,Black",Dell,Dell Inspiron,15.6,1366.0,768.0,Glossy,1,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,6,0,1000,5.07,499.0,499.0,165,423.39586333332926,432.10276999999513
92,23195,"Envy x360 2018 HP Ryzen Micro-edge 2-in-1 Notebook | 15.6"" FHD MultiTouch Display | 4-Core AMD Ryzen 5 2500U Up to 3.6Ghz | 8GB DDR4 | 1TB HDD | Webcam | Backlit Keyboard | Radeon Vega",HP,HP Envy x360,15.6,1920.0,1080.0,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,4.49,719.9,719.9,79,585.7942033333288,605.7423433333316
93,19611,"2017 Newest Acer Premium R11 11.6"" Convertible 2-in-1 HD IPS Touchscreen Chromebook - Intel Quad-Core Celeron N3160 1.6GHz, 4GB RAM, 32GB eMMC, Bluetooth, HD Webcam, HDMI, USB 3.0, Chrome OS - White",Acer,Acer Chromebook R11,11.6,1366.0,768.0,Glossy,1,Intel Celeron,Intel Celeron N3160 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,32,32,2.75,273.3,273.3,24,243.4329133333307,252.80753333333362
94,31424,"Oemgenuine Lenovo ThinkPad T470 Laptop Computer 14 Inch FHD Display 1920x1080, Intel Dual Core i5-6300U, 16GB RAM, 512GB SSD NVMe, W10P, Business Laptop",Lenovo,Lenovo ThinkPad T470,14.0,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-6300U 2.4 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10 Pro,16,512,512,3.6,729.95,729.95,17,799.5897099999936,823.0232266666571
95,23811,"Dell Inspiron 13 5000 2-in-1 - 13.3"" Touch Display - 8th Gen Intel Core i7-8550U - 8GB Memory - 1TB Hard Drive - Theoretical Gray (i5379-7909GRY-PUS)",Dell,Dell Inspiron 5379,13.3,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,3.43,794.99,794.99,128,813.3164199999951,832.4098433333241
96,23603,"Samsung Electronics XE500C13 Chromebook 3 2GB RAM 16GB SSD Laptop, 11.6""",Samsung,Samsung Chromebook 3,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,2,16,16,2.54,123.99,136.01,65,122.70562333333244,130.1353500000004
97,30295,"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6â€ 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-Key RGB, Windows 10 Home, GU502GW-AH76",Asus,Asus ROG Zephyrus M GU502GW,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,1000,1000,4.18,1748.98,1749.99,179,1937.1073733333446,2048.9462133333536
98,18991,HP Stream 14-ax022nr Laptop Intel Celeron N3060 1.6GHz 4GB 32GB 14in W10 - (Renewed),HP,HP Stream 14,14.0,1366.0,768.0,Glossy,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,3.15,175.0,175.0,70,193.98662666666382,194.76293333333234
99,24212,"Acer Swift 3, 8th Gen Intel Core i5-8250U, NVIDIA GeForce MX150, 14"" Full HD, 8GB LPDDR3, 256GB SSD, SF314-52G-55WQ",Acer,Acer Swift 3 SF314-52G,14.0,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,8,256,256,3.97,808.8,808.8,162,626.4642166666614,650.8260399999955
100,28807,"ASUS ZenBook Flip S Touchscreen Convertible Laptop, 13.3â€ Full HD, 8th Gen Intel Core i7 Processor, 16GB DDR3, 512GB SSD, Backlit KB, Fingerprint, Windows 10 Pro - UX370UA-XH74T-BL, Royal Blue",Asus,Asus ZenBook Flip S UX370UA,13.3,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,2.42,1399.99,1399.99,0,1134.870156666659,1201.3511633333185
101,19608,"2017 Newest Premium High Performance Samsung 11.6 HD Chromebook -  Intel Atom x5, 2GB DDR3, 16GB eMMC Hard Drive, 802.11ac, Bluetooth, HDMI, HD Webcam, USB 3.0, Chrome OS",Samsung,Samsung Chromebook 3,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,2,16,16,2.54,134.99,139.98,168,135.40975666666583,142.38616000000053
102,6648,"ASUS Transformer Book Chi 12.5-Inch T300CHI-F1-DB Slim All-Aluminum 2 in 1 Detachable Touchscreen Laptop, Core M, 4 GB RAM, 128 GB SSD",Asus,Asus Transformer Book T300CHI,12.5,1920.0,1080.0,glossy,1,Intel Core M,Intel Core M-5Y10 0.8 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),1.0,0,Intel HD 5300,Windows,Windows 8.1,4,128,128,3.2,379.99,379.99,196,449.42318666666444,469.8923999999994
103,27883,"HP 2019 Newest HP 17 17.3"" HD+ (1600x900) Premium Laptop (Intel Core i5-7200U, 8GB 2400 MHz DDR4, 1TB HDD, HDMI, Wi-Fi, Bluetooth, Ethernet Gigabit RJ-45, Windows 10 - Black)",HP,HP 17-by0021dx,17.3,1600.0,900.0,Glossy,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,5.4,535.77,535.8,77,569.0238566666676,571.6185600000009
104,8398,"Asus Zenbook UX305FA-USM1 13-Inch Laptop, 8GB RAM, 256GB SSD, Windows 8.1, Prev Gen CPU",Asus,Asus Zenbook UX305FA-USM1,13.3,1920.0,1080.0,Matte,0,Intel Core m3,Intel Core M-5Y10 0.8 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5300,Windows,Windows 10,8,256,256,2.65,699.0,699.0,217,805.5980899999953,865.8606866666712
105,24435,"Dell G3779-7934BLK-PUS Gaming Laptop 17"" LED Display - 8th Gen Intel Core i7-8750H, 8GB Memory, 128GB SSD+1TB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Black",Dell,Dell G3 G3779,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,128,1128,7.2,1198.9,1248.9,127,1243.5296566666625,1258.6225466666594
